aardvark,Aardvark
pardoning,pardonner
pardons,pardons
pare,rogner
pared,pared
parent,parent
parentage,origine
parental,parental
parented,parenté
parenteral,parentérale
parentheses,parenthèses
parenthesis,parenthèse
parenthesise,parenthèse
parenthesised,entre parenthèses
parenthetic,parenthétique
parenthetical,entre parenthèses
parenthetically,entre parenthèses
parenthood,parentalité
parenting,rôle parental
parentinlaw,parentinlaw
parents,Parents
parentsinlaw,beaux-parents
pares,pares
parfait,parfait
parfaits,parfaits
pariah,paria
pariahs,parias
parietal,pariétal
paring,éplucher
paris,Paris
parish,paroisse
parishes,paroisses
parishioner,paroissien
parishioners,paroissiens
parisian,Parisien
parities,parités
parity,parité
park,parc
parka,parka
parkas,parkas
parked,garé
parking,parking
parkland,parc
parks,les parcs
parlance,langage
parley,parlementer
parleying,parleying
parliament,parlement
parliamentarian,parlementaire
parliamentarians,les parlementaires
parliamentary,parlementaire
parliaments,Parlements
parlour,parloir
parlourmaid,femme de chambre
parlours,salons
parlous,précaire
parochial,paroissial
parochialism,esprit de clocher
parochiality,paroissialité
parodied,parodié
parodies,parodies
parodist,parodiste
parody,parodie
parodying,parodiant
parole,parole
paroxysm,paroxysme
paroxysms,paroxysmes
parquet,parquet
parried,paré
parries,parades
"parrot                 ,",perroquet
parroting,parroting
parrots,perroquets
parry,parer
parrying,parer
parse,analyser
parsec,parsec
parsecs,parsecs
parsed,analysé
parser,analyseur
parsers,analyseurs
parses,analyser
parsimonious,parcimonieux
parsimony,parcimonie
parsing,analyse
parsings,parsings
parsley,persil
parsnip,panais
parsnips,panais
parson,pasteur
parsonage,presbytère
parsons,parsons
part,partie
partake,prendre part
partaken,prendre part
partaker,partaker
partakers,participants
partakes,participe
partaking,prendre part
parted,séparé
parthenogenesis,parthénogenèse
partial,partiel
partiality,partialité
partially,partiellement
participant,participant
participants,participants
participate,participer
participated,participé
participates,participe
participating,participant
participation,participation
participative,participatif
participators,participants
participatory,participatif
participle,participe
participles,participes
particle,particule
particles,des particules
particular,particulier
particularise,particulariser
particularised,particularisé
particularism,particularisme
particularities,les particularités
particularity,particularité
particularly,particulièrement
particulars,détails
particulate,particules
particulates,particules
parties,des soirées
parting,séparation
partings,séparations
partisan,partisan
partisans,partisans
partisanship,esprit de parti
partition,cloison
partitioned,partitionné
partitioning,partitionnement
partitions,partitions
partly,partiellement
partner,partenaire
partnered,en partenariat
partnering,partenariat
partners,les partenaires
partnership,Partenariat
partnerships,partenariats
partook,partook
partridge,perdrix
partridges,perdrix
parts,les pièces
parttime,à temps partiel
party,fête
parvenu,parvenu
pascal,pascal
pascals,pascals
paschal,pascal
pass,passer
passable,passable
passably,passablement
passage,passage
passages,des passages
passageway,passage
passageways,passages
passant,passant
passe,passe
passed,passé
passenger,passager
passengers,passagers
passer,passeur
passers,passants
passersby,passants
passes,passes
passim,Passim
passing,qui passe
passion,la passion
passionate,passionné
passionately,passionnément
passionateness,la passion
passionless,sans passion
passions,passions
passivated,passivé
passive,passif
passively,passivement
passives,passives
passivity,passivité
passmark,moyenne
passover,Pâque
passport,passeport
passports,passeport
password,mot de passe
passwords,Les mots de passe
past,passé
pasta,Pâtes
pastas,pâtes
paste,coller
pasteboard,carton
pasted,collé
pastel,pastel
pastels,pastels
pastes,pâtes
pasteur,pasteur
pasteurisation,pasteurisation
pasteurised,pasteurisé
pastiche,pastiche
pastiches,pastiches
pasties,pasties
pastille,pastille
pastime,Passe-temps
pastimes,passe-temps
pasting,coller
pastis,pastis
pastor,pasteur
pastoral,pastorale
pastoralism,pastoralisme
pastors,pasteurs
pastrami,pastrami
pastries,des pâtisseries
pastry,Pâtisserie
pasts,passés
pasture,pâturage
pastured,pâturé
pastureland,pâturages
pastures,pâturages
pasturing,pâturage
pasty,pâteux
pat,tapoter
patch,pièce
patchable,patchable
patched,patché
patches,correctifs
patchier,patchier
patchiest,le plus corrompu
patchily,inégalement
patchiness,irrégularité
patching,patcher
patchup,correctif
patchwork,patchwork
patchy,inégal
pate,crâne
patella,rotule
paten,patène
patent,brevet
patentable,brevetable
patented,breveté
patentee,breveté
patenting,brevet
patently,manifestement
patents,brevets
pater,pater
paternal,paternel
paternalism,paternalisme
paternalist,paternaliste
paternalistic,paternaliste
paternally,paternellement
paternity,paternité
pates,pates
path,chemin
pathetic,pathétique
pathetically,pathétiquement
pathfinder,éclaireur
pathfinders,pathfinders
pathless,sans chemin
pathogen,agent pathogène
pathogenesis,pathogénèse
pathogenic,pathogène
pathogens,pathogènes
pathological,pathologique
pathologically,pathologiquement
pathologies,pathologies
pathologist,pathologiste
pathologists,pathologistes
pathology,pathologie
pathos,pathétique
paths,sentiers
pathway,sentier
pathways,voies
patience,la patience
patient,patient
patiently,patiemment
patients,les patients
patina,patine
patination,patinage
patio,patio
patisserie,pâtisserie
patois,patois
patriarch,patriarche
patriarchal,patriarcal
patriarchies,patriarcats
patriarchs,patriarches
patriarchy,patriarcat
patrician,patricien
patricians,patriciens
patrilineal,patrilinéaire
patrimony,patrimoine
patriot,patriote
patriotic,patriotique
patriotism,patriotisme
patriots,patriotes
patrol,patrouille
patrolled,patrouillé
patrolling,patrouiller
patrols,patrouilles
patron,mécène
patronage,patronage
patroness,Patronne
patronesses,mécènes
patronisation,condescendance
patronise,fréquenter
patronised,patronné
patronises,patronises
patronising,condescendant
"patronisingly                  ,",avec condescendance
patrons,clients
pats,pats
patted,tapoté
patten,patten
pattens,pattens
patter,crépiter
pattered,patché
pattering,bricolage
pattern,modèle
patterned,à motifs
patterning,modelage
patternless,sans motif
patterns,modèles
patters,les bagatelles
patties,galettes
patting,tapotement
paucity,manque
paul,Paul
paunch,panse
paunchy,ventru
pauper,pauvre
paupers,pauvres
pause,pause
paused,mis en pause
pauses,pauses
pausing,faire une pause
pave,paver
paved,pavé
pavement,chaussée
pavements,trottoirs
paves,paves
pavilion,pavillon
pavilions,pavillons
paving,pavage
pavings,pavages
pavlov,pavlov
paw,patte
pawed,pawed
pawing,piaffer
pawn,pion
pawnbroker,prêteur
pawnbrokers,prêteurs sur gages
pawned,mis en gage
pawning,pawning
pawns,pions
pawnshop,prêteur sur gage
pawnshops,prêteur sur gage
pawpaw,papaye
pawpaws,pattes
paws,pattes
pay,Payer
payable,payable
payback,remboursement
payday,salaire
paydays,jours de paie
payed,payé
payee,bénéficiaire
payees,les bénéficiaires
payer,payeur
payers,payeurs
paying,payant
payload,charge utile
payloads,charges utiles
paymaster,caissier
paymasters,payeurs
payment,Paiement
payments,Paiements
payphone,téléphone payant
payphones,téléphones payants
payroll,paie
payrolls,les salaires
pays,paie
payslips,fiches de paie
pea,pois
peace,paix
peaceable,paisible
peaceably,pacifiquement
peaceful,paisible
peacefully,pacifiquement
peacefulness,tranquillité
peacekeepers,gardiens de la paix
peacekeeping,maintien de la paix
peacemaker,pacificateur
peacemakers,artisans de la paix
peacemaking,maintien de la paix
peacetime,temps de paix
peach,pêche
peaches,les pêches
peachier,peachier
peachiest,Peachiest
peachy,Peachy
peacock,paon
peacocks,paons
peafowl,paon
peahens,peahens
peak,de pointe
peaked,pointu
peakiness,piciness
peaking,culminant
peaks,pics
peaky,patraque
peal,carillonner
pealed,scellé
pealing,peler
peals,pals
peanut,cacahuète
peanuts,cacahuètes
pear,poire
pearl,perle
pearls,perles
pearly,nacré
pears,des poires
peartrees,peartrees
peas,pois
peasant,paysan
peasantry,paysannerie
peasants,paysans
peat,tourbe
peatland,tourbière
peatlands,tourbières
peaty,tourbé
pebble,caillou
pebbled,galets
pebbles,cailloux
pebbly,de galet
pecan,noix de pécan
peccary,pécari
peck,picorer
pecked,piqué
pecker,quéquette
peckers,Peckers
pecking,picorer
peckish,paresseux
pecks,pics
pectin,pectine
pectoral,pectoral
pectorals,pectoraux
peculiar,particulier
peculiarities,particularités
peculiarity,particularité
peculiarly,particulièrement
pecuniary,pécuniaire
pedagogic,pédagogique
pedagogical,pédagogique
pedagogically,pédagogiquement
pedagogue,pédagogue
pedagogy,la pédagogie
pedal,pédale
pedalled,pédalé
pedalling,pédaler
pedals,pédales
pedant,pédant
pedantic,pédant
pedantically,pédantiquement
pedantry,pédantisme
pedants,pédants
peddle,colporter
peddled,colporté
"peddler             ,",colporteur
peddlers,colporteurs
peddles,colporteurs
peddling,colportage
pederasts,pédérastes
pedestal,piédestal
pedestals,piédestaux
pedestrian,piéton
pedestrianisation,la piétonnisation
pedestrianised,piétonne
pedestrians,piétons
pedigree,pedigree
pedigrees,pedigrees
pediment,fronton
pedimented,pedimenté
pediments,frontons
pedlar,colporteur
pedlars,colporteurs
pedology,pédologie
peek,coup d'oeil
peeked,jeté un coup d'oeil
peeking,jeter un coup d'oeil
peeks,coup d'oeil
peel,peler
peeled,épluché
peeler,éplucheur
peelers,éplucheurs
peeling,peeling
peelings,épluchures
peels,peelings
peep,piaulement
peeped,peeped
peeper,voyeur
peepers,peepers
peephole,judas
peeping,lorgner
peeps,des potes
peer,pair
peerage,pairie
peerages,pairages
peered,peered
peering,peering
peerless,hors pair
peers,pairs
peevish,maussade
peevishly,hargneusement
peevishness,hargneux
peg,cheville
pegasus,Pégase
pegged,chevillé
pegging,ancrage
pegs,chevilles
pejorative,péjoratif
pejoratively,péjorativement
pejoratives,péjoratifs
pekan,Pekan
peking,peking
pele,pele
pelican,pélican
pelicans,pélicans
pellet,pastille
pellets,pellets
pelmet,lambrequin
pelmets,pelmets
pelt,peau
pelted,bombardé
pelting,écailler
pelts,peaux
pelvic,pelvien
pelvis,bassin
pelvises,les bassins
pen,stylo
penal,pénal
penalisation,pénalisation
penalise,pénaliser
penalised,pénalisé
penalises,pénalise
penalising,pénalisation
penalties,pénalités
penalty,peine
penance,pénitence
penances,pénitences
pence,pence
penchant,penchant
pencil,crayon
pencilled,crayonné
pencilling,penciling
pencils,des crayons
pendant,pendentif
pendants,pendentifs
pending,en attendant
pendulous,pendant
pendulum,pendule
pendulums,pendules
penetrable,pénétrable
penetrate,pénétrer
penetrated,pénétré
penetrates,pénètre
penetrating,pénétrant
penetratingly,pénétrant
penetration,pénétration
penetrations,pénétrations
penetrative,pénétrant
penguin,manchot
penguins,pingouins
penicillin,pénicilline
penile,pénis
peninsula,péninsule
peninsular,péninsulaire
peninsulas,péninsules
penitence,pénitence
penitent,pénitent
penitential,pénitentiel
penitentiary,pénitencier
penitently,pénitente
penitents,pénitents
penknife,canif
penname,penname
pennames,pennames
pennant,fanion
pennants,fanions
penned,écrit
pennies,quelques centimes
penniless,sans le sou
penning,mise en plis
penny,penny
pennypinching,pennypinching
penology,pénologie
pens,des stylos
pension,Pension
pensionable,pensionnable
pensioned,pensionné
pensioner,retraité
pensioners,retraités
pensioning,pension
pensions,pensions
pensive,pensif
pensively,pensivement
pensiveness,Pensiveness
pent,pent
pentagon,Pentagone
pentagonal,pentagonal
pentagons,pentagones
pentagram,pentacle
pentagrams,pentagrammes
pentameter,pentamètre
pentameters,pentamètres
pentasyllabic,pentasyllabique
pentathlete,pentathlète
pentathlon,pentathlon
pentatonic,pentatonique
pentecostal,pentecôtiste
penthouse,penthouse
penultimate,pénultième
penultimately,pénulairement
penumbra,pénombre
penurious,misérable
penury,pénurie
peonies,pivoines
people,gens
peopled,peuplé
peoples,peuples
pep,dynamisme
peperoni,peperoni
pepper,poivre
peppercorn,grain de poivre
peppercorns,poivres
peppered,poivré
peppering,poivre
peppermint,menthe poivrée
peppermints,menthe poivrée
peppers,poivrons
peppery,poivré
peps,peps
peptic,peptique
peptide,peptide
peptides,peptides
per,par
perambulate,parcourir
perambulated,perambulé
perambulating,perambuler
perambulations,perambulations
perambulator,landau
perannum,par an
percales,percales
perceivable,perceptible
perceive,apercevoir
perceived,perçu
perceives,perçoit
perceiving,percevoir
percent,pour cent
percentage,pourcentage
percentages,pourcentages
percentile,centile
percentiles,centiles
percept,percept
perceptibility,perceptibilité
perceptible,perceptible
perceptibly,perceptiblement
perception,la perception
perceptions,perceptions
