a,een
micro,micro
microanalyses,microanalyses
microbe,microbe
microbes,microben
microbial,microbiële
microbic,microbiële
microbiological,microbiologische
microbiologist,microbioloog
microbiologists,microbiologen
microbiology,microbiologie
microchip,microchip
microchips,microchips
microcode,microcode
microcomputer,microcomputer
microcomputers,microcomputers
microcosm,microkosmos
microcosmic,microkosmisch
microdensitometer,microdensitometer
microdot,microdot
microelectronic,micro-elektronische
microelectronics,micro-elektronica
microfarad,microfarad
microfiche,microfiche
microfilm,microfilm
microfilming,het microfilm maken
microgrammes,microgram
micrograms,microgram
micrograph,micrograaf
micrographs,microfoto
microgravity,microzwaartekracht
microhydrodynamics,microhydrodynamics
microlight,microlight
micrometer,micrometer
micrometers,micrometers
micrometres,micrometer
micron,micron
microns,micron
microorganism,microorganisme
microorganisms,micro-organismen
microphone,microfoon
microphones,microfoons
microprocessor,microprocessor
microprocessors,microprocessors
microprogram,mikroprogramma
microscope,microscoop
microscopes,microscopen
microscopic,microscopisch
microscopically,microscopisch
microscopist,microscopist
microscopy,microscopie
microsecond,microseconde
microseconds,microseconden
microsurgery,microchirurgie
microwave,magnetronoven
microwaveable,geschikt voor de magnetron
microwaved,opgewarmd in de magnetron
microwaves,microgolven
micturition,mictie
mid,midden
midafternoon,middag
midair,midair
midas,Midas
midday,middag
middays,middays
midden,mesthoop
middle,midden
middleage,middleage
middleaged,middelbare leeftijd
middleclass,middenklasse
middleman,tussenpersoon
middlemen,tussenpersonen
middleoftheroad,midden van de weg
middles,middles
middlesized,middlesized
middleweight,middengewicht
middling,middelmatig
midevening,midevening
midfield,middenveld
midfielder,middenvelder
midfielders,middenvelders
midflight,midflight
midge,mug
midges,muggen
midget,miniatuur
midgets,dwergen
midi,midi
midland,binnenland
midlands,midlands
midlife,midlife
midline,middenlijn
midmorning,halverwege de ochtend
midmost,precies in het midden
midnight,middernacht
midnights,midnights
midribs,hoofdnerven
midriff,middenrif
midship,midscheeps
midshipman,adelborst
midships,midscheeps
midst,midden
midstream,midden van de stroom
midsummer,midzomer
midway,halverwege
midweek,midweek
midwicket,midwicket
midwife,verloskundige
midwifery,verloskunde
midwinter,midwinter
midwives,verloskundigen
mien,gelaatsuitdrukking
might,macht
mightier,machtiger
mightiest,machtigste
mightily,geweldig
mights,Krachten
mighty,machtig
migraine,migraine
migraines,migraine
migrant,migrant
migrants,migranten
migrate,trekken
migrated,gemigreerd
migrates,migreert
migrating,migreren
migration,migratie
migrations,migraties
migratory,migrerend
mike,Mike
mikes,Mikes
milady,milady
milan,Milaan
mild,mild
milder,milder
mildest,mildste
mildew,meeldauw
mildewed,beschimmeld
mildews,mildews
mildewy,beschimmeld
mildly,mild
mildmannered,mildmannered
mildness,mildheid
mile,mijl
mileage,kilometerstand
mileages,kilometerstanden
milepost,mijlpaal
mileposts,mileposts
miler,miler
miles,mijlen
milestone,mijlpaal
milestones,mijlpalen
milieu,milieu
milieus,milieus
milieux,milieux
militancy,strijdlust
militant,strijdbaar
militantly,strijdbaar
militants,militanten
militarily,militair
militarisation,militarisatie
militarised,gemilitariseerde
militarism,militarisme
militarist,militarist
militaristic,militaristische
military,leger
militate,strijden
militated,pleitten
militates,zich verzet
militating,pleiten
militia,militie
militiaman,lid van de burgerwacht
militiamen,militieleden
militias,milities
milk,melk
milked,gemolken
milker,melker
milkers,melkers
milkier,milkier
milkiest,milkiest
milking,het melken
milkmaid,melkmeisje
milkmaids,melkmeisjes
milkman,melkboer
milkmen,milkmen
milks,melk
milkshake,milkshake
milkshakes,milkshakes
milky,melkachtig
milkyway,Melkweg
mill,molen
milled,gemalen
millenarian,millenarian
millenarianism,millenarianism
millennia,millennia
millennial,duizendjarig
millennium,millennium
miller,molenaar
millers,molenaars
millet,gierst
millibars,millibar
milligram,milligram
milligrams,milligram
millilitres,milliliter
millimetre,millimeter
millimetres,millimeters
milliner,modiste
milliners,hoedenmakers
millinery,hoedenzaak
milling,frezen
million,miljoen
millionaire,miljonair
millionaires,miljonairs
millions,miljoenen
millionth,miljoenste
millionths,miljoenste
millipede,duizendpoot
millipedes,miljoenpoten
millisecond,milliseconde
milliseconds,milliseconden
millpond,millpond
mills,molens
millstone,molensteen
millstones,molenstenen
milord,milord
milt,milt
mime,nabootsen
mimed,gemimed
mimeographed,gestencilde
mimes,mimespelers
mimetic,nabootsend
mimic,nabootsen
mimicked,nagebootst
mimicker,mimicker
mimicking,nabootsen
mimicry,mimicry
mimics,bootst
miming,naäpering
mimosa,mimosa
minaret,minaret
minarets,minaretten
mince,fijnhakken
minced,fijngemaakt
mincemeat,pasteivulling
mincer,vleesmolen
mincers,vleesmolens
minces,Vermaalt
mincing,geaffecteerd
mind,geest
mindboggling,mindboggling
mindbogglingly,mindbogglingly
minded,gezind
mindedness,mindedness
minder,oppas
minders,oppassers
mindful,indachtig
minding,opvang
mindless,dwaas
mindlessly,gedachteloos
mindlessness,mindlessness
mindreader,gedachtenlezer
minds,geesten
mindset,manier van denken
mine,de mijne
mined,gemijnd
minedetector,minedetector
minefield,mijnenveld
minefields,mijnenvelden
miner,mijnwerker
mineral,mineraal
mineralisation,mineralisatie
mineralised,gemineraliseerde
mineralogical,mineralogische
mineralogy,mineralogie
minerals,mineralen
miners,mijnwerkers
mines,mijnen
mineshaft,mijnschacht
minestrone,minestrone
minesweeper,mijnenveger
minesweepers,mijnenvegers
mineworkers,mijnwerkers
mingle,mengen
mingled,vermengd
mingles,vermengt
mingling,vermenging
mini,mini
miniature,miniatuur
miniatures,miniaturen
miniaturisation,miniaturisatie
miniaturise,miniaturiseren
miniaturised,geminiaturiseerde
miniaturises,miniaturisering
miniaturising,miniaturisering
miniaturist,miniatuurschilder
minibar,minibar
minibus,minibus
minibuses,minibussen
minicab,alleen telefonisch te bestellen taxi
minicomputer,minicomputer
minicomputers,minicomputers
minify,kleineren
minim,halve noot
minima,minima
minimal,minimaal
minimalism,minimalisme
minimalist,minimalistische
minimalistic,minimalistische
minimalists,minimalisten
minimality,minimality
minimally,minimaal
minimisation,minimalisering
minimise,verkleinen
minimised,geminimaliseerd
minimiser,minimiser
minimises,minimaliseert
minimising,minimaliseren
minimum,minimum
mining,mijnbouw
minings,#NAME?
minion,gunsteling
minions,minions
miniskirt,minirok
minister,minister
ministered,dienden
ministerial,ministerieel
ministerially,ministerially
ministering,dienende
ministers,ministers
ministration,geestelijke bijstand
ministrations,bedieningen
ministries,ministeries
ministry,ministerie
mink,nerts
minke,Minke
minks,nertsen
minnow,voorn
minnows,minnows
minor,minder ernstige
minorities,minderheden
minority,minderheid
minors,minderjarigen
minster,kloosterkerk
minstrel,minstreel
minstrels,minstrelen
mint,munt
minted,geslagen
mintier,mintier
mintiest,mintiest
minting,minting
mints,mints
minty,minty
minuet,menuet
minuets,menuetten
minus,minus
minuscule,gering
minuses,minnen
minute,minuut
minuted,notulen
minutely,minutieus
minuteness,nietigheid
minutes,notulen
minutest,kleinste
minutiae,kleinigheden
minx,brutale meid
minxes,minxes
miosis,miosis
miracle,wonder
miracles,wonderen
miraculous,wonderbaarlijk
miraculously,wonderbaarlijk
miraculousness,miraculousness
mirage,luchtspiegeling
mirages,luchtspiegelingen
mire,slijk
mired,verstrikt
mires,mires
mirror,spiegel
mirrored,gespiegeld
mirroring,mirroring
mirrors,spiegels
mirth,vrolijkheid
mirthful,vrolijk
mirthless,vreugdeloos
mirthlessly,mirthlessly
misadventure,ramp
misaligned,uitgelijnd
misalignment,foutieve uitlijning
misanalysed,misanalysed
misanthrope,misantroop
misanthropes,misanthropes
misanthropic,misantropisch
misanthropists,misanthropists
misanthropy,misantropie
misapplication,onjuiste toepassing
misapply,verkeerd toepassen
misapprehension,misvatting
misapprehensions,misvattingen
misappropriated,verduisterd
misappropriation,verduistering
misbegotten,onecht
misbehave,zich misdragen
misbehaved,onopgevoed
misbehaves,misdraagt
misbehaving,misdragen
misbehaviour,wangedrag
miscalculate,misrekenen
miscalculated,misrekend
miscalculation,misrekening
miscalculations,misrekeningen
miscarriage,miskraam
miscarriages,miskramen
miscarried,miskraam
miscarry,mislukken
miscarrying,miskraam
miscast,misplaatst
miscasting,miscasting
miscegenation,rassenvermenging
miscellanea,gemengde berichten
miscellaneous,Diversen
miscellanies,verzamelhandschriften
miscellany,mengeling
mischance,mischance
mischief,kattenkwaad
mischiefmakers,mischiefmakers
mischiefmaking,mischiefmaking
mischievous,ondeugend
mischievously,ondeugend
miscible,vermengbaar
misclassified,onrechte
miscomprehended,miscomprehended
misconceived,onjuist
misconception,misvatting
misconceptions,misvattingen
misconduct,wangedrag
misconfiguration,misconfiguration
misconstrued,verkeerd begrepen
miscopying,miscopying
miscount,verkeerde telling
miscounted,miscounted
miscounting,rekenfouten
miscreant,onverlaat
miscreants,onverlaten
miscue,miscue
miscues,miscues
misdate,verkeerd dateren
misdeal,fout delen
misdealing,het verkeerd geven
misdeed,misdaad
misdeeds,wandaden
misdemeanour,misdrijf
misdemeanours,misdemeanors
misdiagnosis,misdiagnosis
misdirect,verkeerd leiden
misdirected,verkeerd geadresseerde
misdirecting,misdirecting
misdirection,misleiding
misdirections,verkeerde gebruiken
misdoing,onecht
miser,vrek
miserable,ellendig
miserably,jammerlijk
miseries,ellende
miserliness,gierigheid
miserly,gierig
misers,gierigaards
misery,ellende
misfield,misfield
misfiled,terechtgekomen
misfire,overslaan
misfired,misfired
misfires,misfires
misfit,buitenbeentje
misfits,misfits
misfortune,tegenslag
misfortunes,tegenslagen
misgive,vrees inboezemen
misgiving,wantrouwen
misgivings,twijfels
misgovernment,misgovernment
misguide,misleiden
misguided,misleid
misguidedly,misleid
mishandle,slecht behandelen
mishandled,verkeerd
mishandles,mishandles
mishandling,mishandelen
mishap,ongeluk
mishaps,ongelukken
mishear,verkeerd verstaan
misheard,misheard
mishearing,Het verkeerd verstaan
mishears,mishears
mishitting,mishitting
misidentification,misidentificatie
misinform,misinform
misinformation,desinformatie
misinformed,verkeerd geinformeerd
misinterpret,verkeerd interpreteren
misinterpretation,verkeerde interpretatie
misinterpretations,misinterpretaties
misinterpreted,verkeerd geïnterpreteerd
misinterpreting,verkeerd interpreteren
misinterprets,verkeerd interpreteert
misjudge,verkeerd beoordelen
misjudged,verkeerd beoordeeld
misjudgement,miskenning
misjudgements,verkeerde beoordelingen
misjudging,foutieve beoordeling
misjudgment,miskenning
mislabelled,mislabelled
mislaid,mislaid
mislay,op verkeerde plaats leggen
mislead,misleiden
misleading,misleidend
misleadingly,misleidend
misleads,misleidt
misled,misleid
mismanage,verkeerd aanpakken
mismanaged,mismanaged
mismanagement,wanbeheer
mismatch,wanverhouding
mismatched,mismatched
mismatches,mismatches
mismatching,mismatching
misname,een verkeerde naam geven
misnamed,verkeerde naam
misnomer,verkeerde benaming
misnomers,misnomers
misogynist,vrouwenhater
misogynistic,misogynistic
misogynists,vrouwenhaters
misogyny,vrouwenhating
misplace,misplaatsen
misplaced,misplaatst
misplacement,misplacement
misplaces,misplaatst
misplacing,misplaatsen
mispositioned,misplaatst
misprint,drukfout
misprinted,verkeerd afgedrukt
misprinting,drukfouten
misprints,misprints
mispronounced,mispronounced
mispronouncing,mispronouncing
mispronunciation,verkeerd uitspraak
mispronunciations,versprekingen
misquotation,onjuist citaat
misquote,onjuist aanhalen
misquoted,verkeerd geciteerd
misquotes,misquotes
misquoting,Misquoting
misread,verkeerd lezen
misreading,verkeerde interpretatie
misremember,misremember
misremembered,misremembered
misremembering,misremembering
misrepresent,verkeerd voorstellen
misrepresentation,onjuiste voorstelling
misrepresentations,onjuiste voorstelling van zaken
misrepresented,Misrepresented
misrepresenting,verkeerde voorstelling
misrepresents,verkeerde voorstelling
misrule,wanbestuur
miss,missen
missal,missaal
missals,missalen
missed,gemiste
misses,misses
misshapen,misvormd
missile,raket
missiles,raketten
missing,missend
mission,missie
missionaries,missionarissen
missionary,missionaris
missions,missies
missive,missive
missives,missives
missouri,Missouri
misspell,Misspell
misspelled,verkeerd gespeld
misspelling,spelfout
misspellings,spelfouten
misspells,misspells
misspelt,misspelt
misspend,verkwisten
misspent,verkwist
misstatement,afwijking
missteps,misstappen
missus,vrouw
missuses,missuses
missy,juffie
mist,mist
mistake,vergissing
mistaken,verkeerd
mistakenly,verkeerdelijk
mistakes,fouten
mistaking,abuis
misted,beneveld
mister,meneer
misters,misters
mistier,mistier
mistiest,meest dichte
mistily,mistily
mistime,op het verkeerde moment zeggen
mistimed,laat ingezette
mistiness,mistigheid
misting,beslaan
mistletoe,maretak
mistook,Mistook
mistranslated,verkeerd vertaald
mistranslates,mistranslates
mistranslating,foutieve vertaling
mistranslation,vertaalfout
mistranslations,mistranslations
mistreat,mishandelen
mistreated,mishandeld
mistreating,mishandelen
mistreatment,mishandeling
mistress,minnares
mistresses,minnaressen
mistrust,wantrouwen
mistrusted,wantrouwde
mistrustful,wantrouwend
mistrustfully,wantrouwig
mistrusting,wantrouwen
mistrusts,wantrouwt
mists,nevels
misty,nevelig
mistype,misgetypt
mistyped,typefout gemaakt
mistypes,mistypes
mistyping,typfouten
mistypings,mistypings
misunderstand,verkeerd begrijpen
misunderstanding,misverstand
misunderstandings,misverstanden
misunderstands,verkeerd begrijpt
misunderstood,verkeerd begrepen
misuse,misbruik
misused,misbruikt
misuser,waar sprake is
misuses,misbruik
misusing,misbruiken
mite,mijt
mites,mijten
mitigate,verzachten
mitigated,gemitigeerd
mitigates,matigt
mitigating,verzachtende
mitigation,verzachting
mitigatory,verzachtend
mitochondria,mitochondria
mitochondrial,mitochondriale
mitosis,mitosis
mitre,mijter
mitred,in verstek
mitres,verstekken
mitt,handschoen
mitten,handschoen
mittens,wanten
mitts,wanten
mix,mengen
mixable,mengbaar
mixed,gemengd
mixer,menger
mixers,mixers
mixes,mixen
mixing,menging
mixture,mengsel
mixtures,mengsels
mixup,door elkaar halen
mixups,mixups
mnemonic,ezelsbruggetje
mnemonically,mnemonisch
mnemonics,mnemoniek
moan,kreunen
moaned,kreunde
moaner,moaner
moaners,klagers
moaning,kreunen
moans,gekreun
moas,Moas
moat,slotgracht
moated,waterburcht
moats,grachten
mob,bende
mobbed,lastiggevallen
mobbing,mobbing
mobbish,mobbish
mobile,mobiel
mobiles,mobiles
